date,pe_ratio
01/04/1946,21.20454545
01/05/1946,21.74418605
01/06/1946,22.11904762
01/07/1946,21.07003071
01/08/1946,20.26718331
01/09/1946,16.95505618
01/10/1946,15.58098043
01/11/1946,14.64124466
01/12/1946,14.27358491
01/01/1947,13.46017699
01/02/1947,13.16666667
01/03/1947,11.93700787
01/04/1947,11.00499747
01/05/1947,10.36629004
01/06/1947,10.30555556
01/07/1947,10.67943413
01/08/1947,10.21588153
01/09/1947,9.716129032
01/10/1947,9.840764331
01/11/1947,9.603773585
01/12/1947,9.335403727
01/01/1948,9.024359076
01/02/1948,8.409526025
01/03/1948,8.362573099
01/04/1948,8.75
01/05/1948,8.922651934
01/06/1948,9.043010753
01/07/1948,8.507772021
01/08/1948,7.97
01/09/1948,7.61352657
01/10/1948,7.553666491
01/11/1948,6.897733988
01/12/1948,6.633187773
01/01/1949,6.620689655
01/02/1949,6.285106383
01/03/1949,6.264705882
01/04/1949,6.238818102
01/05/1949,6.175496066
01/06/1949,5.820833333
01/07/1949,6.158544981
01/08/1949,6.388588285
01/09/1949,6.481171548
01/10/1949,6.714075051
01/11/1949,6.87483197
01/12/1949,7.129310345
01/01/1950,7.223955458
01/02/1950,7.31304152
01/03/1950,7.320675105
01/04/1950,7.351638253
01/05/1950,7.425513323
01/06/1950,7.377952756
01/07/1950,6.684615385
01/08/1950,6.928571429
01/09/1950,7.014705882
01/10/1950,7.199275362
01/11/1950,7.082142857
01/12/1950,6.954225352
01/01/1951,7.477076995
01/02/1951,7.764715017
01/03/1951,7.643109541
01/04/1951,7.847264734
01/05/1951,7.955250356
01/06/1951,7.922794118
01/07/1951,8.275471698
01/08/1951,8.872093023
01/09/1951,9.354581673
01/10/1951,9.394089284
01/11/1951,9.219227631
01/12/1951,9.594262295
01/01/1952,9.968392901
01/02/1952,9.841173814
01/03/1952,9.920833333
01/04/1952,9.974789916
01/05/1952,10.05508475
01/06/1952,10.41880342
01/07/1952,10.68748482
01/08/1952,10.69973187
01/09/1952,10.5
01/10/1952,10.22192447
01/11/1952,10.48741552
01/12/1952,10.85
